ID,Fire,Plot_ID,PlotID_noyr,Year,Species,OMU,DBH,TotHeight,LYHeight,LYGrowth,BudScars,Sprouts,Tally,Comments,fire_year,seed_estab_yr,post_fire_estab,max_ht,value,Visit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
203,CLV,136,136,2022,SASC,O,8.5,780.0,NA,NA,NA,~6,44,NA,1992,NA,NA,NA,NA,revisit
204,Angora,ANG200950,ANG50,2022,NONE,NA,NA,NA,NA,NA,NA,NA,1,NA,2007,NA,NA,NA,NA,revisit
205,Angora,ANG200925,ANG25,2022,NONE,NA,NA,NA,NA,NA,NA,NA,1,NA,2007,NA,NA,NA,NA,revisit
206,Angora,ANG200916,ANG16,2022,SALA,O,NA,127.0,NA,NA,NA,29,1,NA,2007,NA,NA,NA,NA,revisit
207,Angora,ANG200916,ANG16,2022,UNSP,M,0.3,164.0,NA,NA,NA,13,1,Uknown Willow. Need to check collections for this sample.,2007,NA,NA,NA,NA,revisit
208,Angora,ANG200916,ANG16,2022,PICO,U,NA,68.0,56.5,12.0,7,NA,1,NA,2007,2015,8,NA,NA,revisit
209,Angora,ANG200916,ANG16,2022,SALA,U,NA,44.0,NA,NA,NA,6,1,NA,2007,NA,NA,NA,NA,revisit
210,Angora,ANG200916,ANG16,2022,UNSP,O,NA,62.0,NA,NA,NA,3,1,Uknown Willow. Need to check collections for this sample.,2007,NA,NA,NA,NA,revisit
211,Angora,ANG200916,ANG16,2022,UNSP,M,NA,57.5,NA,NA,NA,2,1,Uknown Willow. Need to check collections for this sample.,2007,NA,NA,NA,NA,revisit
212,Angora,ANG200916,ANG16,2022,PICO,O,1.0,176.0,156.0,22.0,14,NA,1,NA,2007,2008,1,NA,NA,revisit
213,Angora,ANG200916,ANG16,2022,PIPJ,O,2.0,167.0,155.0,12.0,11,NA,1,NA,2007,2011,4,NA,NA,revisit
214,Angora,ANG200916,ANG16,2022,PICO,O,NA,122.0,108.0,11.5,12,NA,1,NA,2007,2010,3,NA,NA,revisit
215,Angora,ANG200916,ANG16,2022,PICO,O,3.5,248.0,217.0,22.0,15,NA,1,NA,2007,2007,0,NA,NA,revisit
216,Angora,ANG200916,ANG16,2022,PICO,O,2.5,228.0,163.0,36.0,14,NA,1,NA,2007,2008,1,NA,NA,revisit
217,Angora,ANG200916,ANG16,2022,PICO,O,2.5,224.0,197.0,27.0,14,NA,1,NA,2007,2008,1,NA,NA,revisit
218,Angora,ANG200916,ANG16,2022,JUOC,U,NA,24.0,NA,NA,NA,NA,1,Could not count bud scars. Bud scar # was much greater than years since fire.,2007,NA,NA,NA,NA,revisit
219,Angora,ANG200916,ANG16,2022,PICO,U,NA,62.5,52.0,7.5,10,NA,1,NA,2007,2012,5,NA,NA,revisit
220,Angora,ANG200916,ANG16,2022,PICO,O,2.5,238.0,209.0,20.0,14,NA,1,NA,2007,2008,1,NA,NA,revisit
221,Angora,ANG200916,ANG16,2022,PICO,O,NA,81.0,74.0,6.5,9,NA,1,NA,2007,2013,6,NA,NA,revisit
222,Angora,ANG200945,ANG45,2022,ABCO,U,NA,20.5,17.5,0.5,10,NA,1,NA,2007,2012,5,NA,NA,revisit
223,Angora,ANG20094,ANG4,2022,ABCO,U,NA,35.0,32.0,2.0,11,NA,1,NA,2007,2011,4,NA,NA,revisit
224,Angora,ANG20094,ANG4,2022,PIPJ,U,NA,32.0,31.0,2.5,13,NA,1,NA,2007,2009,2,NA,NA,revisit
225,Angora,ANG20094,ANG4,2022,ABCO,U,NA,19.5,18.5,1.5,7,NA,1,NA,2007,2015,8,NA,NA,revisit
226,Angora,ANG20094,ANG4,2022,ABCO,U,NA,41.5,39.0,5.5,9,NA,1,NA,2007,2013,6,NA,NA,revisit
227,Angora,ANG20094,ANG4,2022,ABCO,U,NA,66.0,66.0,1.0,11,NA,1,NA,2007,2011,4,NA,NA,revisit
228,Angora,ANG20094,ANG4,2022,ABCO,O,3.0,263.0,244.0,11.0,13,NA,1,NA,2007,2009,2,NA,NA,revisit
229,Angora,ANG20094,ANG4,2022,ABCO,U,NA,81.0,77.0,10.0,10,NA,1,NA,2007,2012,5,NA,NA,revisit
230,Angora,ANG20094,ANG4,2022,ABCO,U,0.5,160.0,153.0,6.0,12,NA,1,NA,2007,2010,3,NA,NA,revisit
231,Angora,ANG20094,ANG4,2022,ABCO,U,NA,31.0,27.5,4.0,8,NA,1,NA,2007,2014,7,NA,NA,revisit
232,Angora,ANG20094,ANG4,2022,ABCO,U,NA,34.0,31.0,4.0,6,NA,1,NA,2007,2016,9,NA,NA,revisit
233,Angora,ANG20094,ANG4,2022,ABMA,O,NA,137.0,129.0,8.0,10,NA,1,NA,2007,2012,5,NA,NA,revisit
234,Angora,ANG20094,ANG4,2022,ABCO,U,NA,21.0,19.0,1.5,5,NA,1,NA,2007,2017,10,NA,NA,revisit
235,Angora,ANG200930,ANG30,2022,ALRH,O,5.0,380.0,NA,NA,NA,~53,1,NA,2007,NA,NA,NA,NA,revisit
236,Angora,ANG200930,ANG30,2022,ALRH,O,4.0,350.0,NA,NA,NA,~67,1,NA,2007,NA,NA,NA,NA,revisit
237,Angora,ANG200975,ANG75,2022,PIPJ,O,NA,29.5,29.0,2.0,6,NA,1,NA,2007,2016,9,NA,NA,revisit
238,Angora,ANG200975,ANG75,2022,PIPJ,U,NA,56.0,53.5,9.5,6,NA,1,NA,2007,2016,9,NA,NA,revisit
239,Angora,ANG200918,ANG18,2022,PIPJ,U,NA,7.0,6.0,4.0,2,NA,1,NA,2007,2020,13,NA,NA,revisit
240,Angora,ANG200918,ANG18,2022,PIPJ,U,NA,5.0,4.0,3.5,2,NA,1,NA,2007,2020,13,NA,NA,revisit
241,Angora,ANG200918,ANG18,2022,PILA,U,NA,9.5,8.5,1.0,3,NA,1,NA,2007,2019,12,NA,NA,revisit
242,Angora,ANG200918,ANG18,2022,PIMO,U,NA,3.0,2.8,2.8,1,NA,1,NA,2007,2021,14,NA,NA,revisit
243,Angora,ANG200910,ANG10,2022,ABCO,M,NA,119.5,114.5,9.5,12,NA,1,NA,2007,2010,3,NA,NA,revisit
244,Angora,ANG200910,ANG10,2022,ABMA,U,NA,52.0,48.0,4.5,13,NA,1,NA,2007,2009,2,NA,NA,revisit
245,Angora,ANG200910,ANG10,2022,ABMA,O,NA,60.0,60.0,1.5,12,NA,1,NA,2007,2010,3,NA,NA,revisit
246,Angora,ANG200910,ANG10,2022,ABMA,U,NA,38.0,35.0,4.0,12,NA,1,NA,2007,2010,3,NA,NA,revisit
247,Angora,ANG200910,ANG10,2022,ABMA,U,NA,40.0,33.5,2.0,12,NA,1,NA,2007,2010,3,NA,NA,revisit
248,Angora,ANG200910,ANG10,2022,ABMA,O,NA,68.0,64.0,5.0,12,NA,1,NA,2007,2010,3,NA,NA,revisit
249,Angora,ANG200910,ANG10,2022,ABMA,O,NA,63.0,60.0,3.0,10,NA,1,NA,2007,2012,5,NA,NA,revisit
250,Angora,ANG200910,ANG10,2022,ABMA,O,NA,59.0,56.0,3.5,12,NA,1,NA,2007,2010,3,NA,NA,revisit
251,Angora,ANG200910,ANG10,2022,ABCO,U,NA,22.0,16.5,2.5,9,NA,1,NA,2007,2013,6,NA,NA,revisit
252,Angora,ANG200910,ANG10,2022,ABMA,O,NA,76.0,57.5,8.0,12,NA,1,NA,2007,2010,3,NA,NA,revisit
253,Angora,ANG200910,ANG10,2022,ABMA,M,NA,62.0,60.0,6.0,10,NA,1,NA,2007,2012,5,NA,NA,revisit
254,Angora,ANG200910,ANG10,2022,ABMA,U,NA,9.0,8.0,1.0,6,NA,1,NA,2007,2016,9,NA,NA,revisit
255,Angora,ANG200910,ANG10,2022,ABCO,U,NA,50.0,43.0,7.0,9,NA,1,NA,2007,2013,6,NA,NA,revisit
256,Angora,ANG200910,ANG10,2022,ABCO,O,NA,80.0,72.5,5.5,11,NA,1,NA,2007,2011,4,NA,NA,revisit
257,Angora,ANG200910,ANG10,2022,ABCO,O,NA,54.0,50.0,4.5,9,NA,1,NA,2007,2013,6,NA,NA,revisit
258,Angora,ANG200910,ANG10,2022,ABMA,U,NA,47.5,45.5,4.5,9,NA,1,NA,2007,2013,6,NA,NA,revisit
259,Angora,ANG200910,ANG10,2022,PIPJ,M,NA,66.0,58.5,5.5,10,NA,1,NA,2007,2012,5,NA,NA,revisit
260,Angora,ANG200910,ANG10,2022,ABMA,U,NA,47.0,43.5,4.5,9,NA,1,NA,2007,2013,6,NA,NA,revisit
261,Angora,ANG200910,ANG10,2022,ABCO,U,NA,51.0,46.0,10.0,11,NA,1,NA,2007,2011,4,NA,NA,revisit
262,Angora,ANG200910,ANG10,2022,ABMA,O,NA,84.5,81.0,2.0,9,NA,1,NA,2007,2013,6,NA,NA,revisit
263,Angora,ANG200910,ANG10,2022,ABCO,U,NA,33.0,33.0,3.0,12,NA,1,NA,2007,2010,3,NA,NA,revisit
264,Angora,ANG200910,ANG10,2022,ABCO,O,NA,64.5,60.5,1.5,10,NA,1,NA,2007,2012,5,NA,NA,revisit
265,Angora,ANG200956,ANG56,2022,NONE,NA,NA,NA,NA,NA,NA,NA,1,NA,2007,NA,NA,NA,NA,revisit
266,Angora,ANG200932,ANG32,2022,PILA,O,NA,19.0,17.0,2.5,9,NA,1,NA,2007,2013,6,NA,NA,revisit
267,Angora,ANG200932,ANG32,2022,PIPJ,O,NA,6.5,6.5,3.5,2,NA,1,NA,2007,2020,13,NA,NA,revisit
268,Angora,ANG200932,ANG32,2022,PILA,U,NA,9.5,1.0,1.0,2,NA,1,NA,2007,2020,13,NA,NA,revisit
269,Angora,ANG200932,ANG32,2022,PILA,U,NA,22.0,20.0,1.5,5,NA,1,NA,2007,2017,10,NA,NA,revisit
270,Angora,ANG200932,ANG32,2022,PILA,U,NA,10.0,3.0,3.0,2,NA,1,NA,2007,2020,13,NA,NA,revisit
271,Angora,ANG200932,ANG32,2022,ABCO,U,NA,37.5,25.0,3.5,8,NA,1,NA,2007,2014,7,NA,NA,revisit
272,Angora,ANG200932,ANG32,2022,ABCO,U,NA,17.0,14.0,2.0,6,NA,1,NA,2007,2016,9,NA,NA,revisit
273,MNL,W_6,W_6,2022,NONE,NA,NA,NA,NA,NA,NA,NA,1,NA,2007,NA,NA,NA,NA,revisit
274,MNL,W_7A,W_7A,2022,SASC,O,3.0,360.0,NA,NA,NA,69,1,NA,2007,NA,NA,NA,NA,revisit
275,MNL,W_7A,W_7A,2022,PIPJ,O,2.0,142.0,133.0,5.5,8,NA,1,NA,2007,2014,7,NA,NA,revisit
276,MNL,W_7A,W_7A,2022,PIPJ,M,NA,98.0,92.0,5.5,8,NA,1,NA,2007,2014,7,NA,NA,revisit
277,MNL,S_3b,S_3b,2022,NONE,NA,NA,NA,NA,NA,NA,NA,1,NA,2007,NA,NA,NA,NA,revisit
278,MNL,W_5,W_5,2022,PIPJ,O,NA,130.0,122.0,9.0,8,NA,1,NA,2007,2014,7,NA,NA,revisit
279,MNL,W_5,W_5,2022,PIPJ,U,NA,46.0,41.0,7.5,8,NA,1,NA,2007,2014,7,NA,NA,revisit
280,MNL,W_5,W_5,2022,CADE,U,NA,6.5,NA,NA,NA,NA,1,YoY,2007,NA,NA,NA,NA,revisit
281,MNL,W_5,W_5,2022,PIPJ,U,NA,74.0,68.0,4.0,9,NA,1,NA,2007,2013,6,NA,NA,revisit
282,MNL,NW_5,NW_5,2022,PIPJ,O,NA,7.5,6.5,1.5,4,NA,1,NA,2007,2018,11,NA,NA,revisit
283,MNL,NW_5,NW_5,2022,PIPJ,U,NA,15.0,14.0,5.0,7,NA,1,NA,2007,2015,8,NA,NA,revisit
284,MNL,NW_5,NW_5,2022,ABCO,O,NA,24.0,20.5,3.0,8,NA,1,NA,2007,2014,7,NA,NA,revisit
285,MNL,NW_5,NW_5,2022,SASC,O,3.0,252.0,NA,NA,NA,19,1,NA,2007,NA,NA,NA,NA,revisit
286,MNL,NW_5,NW_5,2022,ABCO,M,NA,20.0,18.0,2.0,8,NA,1,NA,2007,2014,7,NA,NA,revisit
287,MNL,NW_5,NW_5,2022,SASC,O,3.0,420.0,NA,NA,NA,79,1,NA,2007,NA,NA,NA,NA,revisit
288,MNL,NW_5,NW_5,2022,PIPJ,M,NA,12.0,11.0,0.5,4,NA,1,NA,2007,2018,11,NA,NA,revisit
289,MNL,S_3A,S_3A,2022,PIPJ,O,NA,26.0,20.5,5.0,6,NA,1,NA,2007,2016,9,NA,NA,revisit
290,MNL,SW_3,SW_3,2022,PIPJ,U,NA,67.0,62.0,10.0,10,NA,1,NA,2007,2012,5,NA,NA,revisit
291,MNL,SW_3,SW_3,2022,PIPJ,U,NA,13.0,12.5,1.0,4,NA,1,NA,2007,2018,11,NA,NA,revisit
292,Power,PWR1400226,PWR226,2022,NONE,NA,NA,NA,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
293,Power,PWR1400081,PWR081,2022,CADE,M,NA,5.5,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
294,Power,PWR1400081,PWR081,2022,CADE,M,NA,7.5,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
295,Power,PWR1400081,PWR081,2022,CADE,U,NA,5.0,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
296,Power,PWR1400081,PWR081,2022,CADE,U,NA,3.0,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
297,Power,PWR1400081,PWR081,2022,CADE,U,NA,5.5,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
298,Power,PWR1400081,PWR081,2022,CADE,O,NA,3.5,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
299,Power,PWR1400081,PWR081,2022,CADE,U,NA,5.0,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
300,Power,PWR1400081,PWR081,2022,CADE,U,NA,5.5,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
301,Power,PWR1400081,PWR081,2022,QUKE,U,NA,5.5,NA,NA,NA,NA,1,Possibly QUVA (picture #121537),2004,NA,NA,NA,NA,revisit
302,Power,PWR1400081,PWR081,2022,CADE,U,NA,4.5,NA,NA,NA,NA,1,YoY,2004,NA,NA,NA,NA,revisit
303,Power,PWR1400103,PWR103,2022,PIPJ,O,7.0,260.0,229.0,11.0,15,NA,1,NA,2004,2007,3,NA,NA,revisit
304,Power,PWR1400103,PWR103,2022,PIPJ,O,NA,103.0,87.0,8.0,7,NA,1,NA,2004,2015,11,NA,NA,revisit
305,Power,PWR1400103,PWR103,2022,PIPJ,U,NA,79.0,63.0,5.0,6,NA,1,NA,2004,2016,12,NA,NA,revisit
306,Power,PWR1400103,PWR103,2022,PIPJ,O,14.0,460.0,410.0,20.0,16,NA,1,NA,2004,2006,2,NA,NA,revisit
307,Power,PWR1400103,PWR103,2022,PIPJ,M,9.0,360.0,340.0,10.0,12,NA,1,NA,2004,2010,6,NA,NA,revisit
308,Power,PWR1400103,PWR103,2022,PIPJ,O,3.0,211.0,196.0,19.0,11,NA,1,NA,2004,2011,7,NA,NA,revisit
309,Power,PWR1400103,PWR103,2022,PIPJ,O,16.0,540.0,480.0,40.0,15,NA,1,NA,2004,2007,3,NA,NA,revisit
310,Power,PWR1400103,PWR103,2022,PIPJ,M,5.0,278.0,259.0,22.0,12,NA,1,NA,2004,2010,6,NA,NA,revisit
311,Power,PWR1400103,PWR103,2022,CADE,U,NA,28.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
312,Power,PWR1400103,PWR103,2022,PIPJ,M,NA,50.0,46.0,5.0,10,NA,1,NA,2004,2012,8,NA,NA,revisit
313,Power,PWR1400103,PWR103,2022,PIPJ,O,11.5,390.0,350.0,40.0,12,NA,1,NA,2004,2010,6,NA,NA,revisit
314,Power,PWR1400103,PWR103,2022,PIPJ,U,2.0,171.0,162.0,13.0,9,NA,1,NA,2004,2013,9,NA,NA,revisit
315,Power,PWR1400103,PWR103,2022,PIPJ,M,5.0,282.0,267.0,17.0,12,NA,1,NA,2004,2010,6,NA,NA,revisit
316,Power,PWR1400103,PWR103,2022,PIPJ,O,14.5,520.0,480.0,60.0,15,NA,1,NA,2004,2007,3,NA,NA,revisit
317,Power,PWR1400103,PWR103,2022,PIPJ,M,6.0,298.0,290.0,6.0,13,NA,1,NA,2004,2009,5,NA,NA,revisit
318,Power,PWR1400103,PWR103,2022,CADE,U,NA,69.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
319,Power,PWR1400143,PWR143,2022,QUCH,O,10.5,666.0,NA,NA,31,NA,1,NA,2004,1991,-13,NA,NA,revisit
320,Power,PWR1400144,PWR144,2022,QUCH,O,9.0,500.0,NA,NA,NA,~30,1,NA,2004,NA,NA,NA,NA,revisit
321,Power,PWR1400144,PWR144,2022,QUCH,M,4.5,320.0,NA,NA,NA,~18,1,NA,2004,NA,NA,NA,NA,revisit
322,Power,PWR1400145,PWR145,2022,QUCH,M,4.5,350.0,NA,NA,NA,15,1,NA,2004,NA,NA,NA,NA,revisit
323,Power,PWR1400145,PWR145,2022,UNSP,U,NA,18.0,NA,NA,NA,NA,1,Unknown Sprout- Possibly Frangula californica,2004,NA,NA,NA,NA,revisit
324,Power,PWR1400145,PWR145,2022,QUCH,O,8.5,580.0,NA,NA,NA,~34,1,NA,2004,NA,NA,NA,NA,revisit
325,Power,PWR1400146,PWR146,2022,QUCH,O,8.0,590.0,NA,NA,22,NA,1,NA,2004,2000,-4,NA,NA,revisit
326,Power,PWR1400146,PWR146,2022,QUCH,O,4.0,530.0,NA,NA,29,NA,1,NA,2004,1993,-11,NA,NA,revisit
327,Power,PWR1400146,PWR146,2022,QUCH,O,6.5,440.0,NA,NA,28,NA,1,NA,2004,1994,-10,NA,NA,revisit
328,Power,PWR1400146,PWR146,2022,QUCH,U,2.0,290.0,NA,NA,7,NA,1,NA,2004,2015,11,NA,NA,revisit
329,Power,PWR1400146,PWR146,2022,QUCH,U,NA,14.0,NA,NA,NA,NA,1,NA,2004,NA,NA,NA,NA,revisit
330,Power,PWR1400146,PWR146,2022,QUCH,O,5.5,405.0,NA,NA,9,NA,1,NA,2004,2013,9,NA,NA,revisit
331,Power,PWR1400146,PWR146,2022,QUCH,M,4.5,372.0,NA,NA,17,NA,1,NA,2004,2005,1,NA,NA,revisit
332,Power,PWR1400146,PWR146,2022,QUCH,M,4.0,274.4,NA,NA,21,NA,1,NA,2004,2001,-3,NA,NA,revisit
333,Power,PWR1400146,PWR146,2022,QUCH,O,5.0,338.0,NA,NA,16,NA,1,NA,2004,2006,2,NA,NA,revisit
334,Power,PWR1400146,PWR146,2022,QUCH,M,3.5,241.0,NA,NA,19,NA,1,NA,2004,2003,-1,NA,NA,revisit
335,Power,PWR1400146,PWR146,2022,QUCH,O,4.5,265.0,NA,NA,16,NA,1,NA,2004,2006,2,NA,NA,revisit
336,Power,PWR1400027,PWR027,2022,QUCH,O,1.0,183.0,NA,NA,NA,~15,1,NA,2004,NA,NA,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
337,American River Complex,AMR1300423,AMR0423,2022,PIPJ,O,6.0,272.0,257.0,21.0,10,NA,12,">150cm, budscars vary from 9-13. [more information about budscars on back of scanned document].",2008,2012,4,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
338,American River Complex,AMR1300423,AMR0423,2022,PIPJ,U,NA,49.0,42.0,8.0,7,NA,11,"<50cm, budscars vary from 5-9, [more information about budscars on back of scanned document].",2008,2015,7,NA,NA,revisit
339,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,3.5,NA,NA,NA,NA,1,YoY,2008,NA,NA,NA,NA,revisit
340,American River Complex,AMR1300423,AMR0423,2022,ABCO,U,NA,84.0,76.0,4.0,10,NA,1,NA,2008,2012,4,NA,NA,revisit
341,American River Complex,AMR1300423,AMR0423,2022,PSME,U,NA,46.0,43.0,2.0,8,NA,1,NA,2008,2014,6,NA,NA,revisit
342,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,5.0,NA,NA,NA,NA,1,NA,2008,NA,NA,NA,NA,revisit
343,American River Complex,AMR1300423,AMR0423,2022,PSME,U,NA,10.5,8.5,1.0,5,NA,1,NA,2008,2017,9,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
344,American River Complex,AMR1300423,AMR0423,2022,CADE,U,NA,69.0,NA,NA,NA,NA,23,one dying,2008,NA,NA,NA,NA,revisit
